Name,Year,Team,Salary
이강철,1997,해태,"11,000"
김정수,1997,해태,"9,600"
홍현우,1997,해태,"9,600"
이대진,1997,해태,"9,000"
이호성,1997,해태,"7,000"
송구홍,1997,해태,"5,300"
박재용,1997,해태,"4,800"
최해식,1997,해태,"4,800"
강태원,1997,해태,"4,500"
백인호,1997,해태,"4,500"
최훈재,1997,해태,"4,100"
박재벌,1997,해태,"3,800"
김상진,1997,해태,"3,600"
이경복,1997,해태,"3,600"
김종국,1997,해태,"3,600"
조현,1997,해태,"3,500"
임창용,1997,해태,"3,200"
김태룡,1997,해태,"3,200"
최상덕,1997,해태,"3,000"
장성호,1997,해태,"2,500"
김재덕,1997,해태,"2,300"
안상준,1997,해태,"2,200"
이재만,1997,해태,"2,200"
이병석,1997,해태,"2,200"
김창희,1997,해태,"2,000"
박지영,1997,해태,"2,000"
오철민,1997,해태,"2,000"
장석희,1997,해태,"2,000"
권오성,1997,해태,"2,000"
이호준,1997,해태,"1,800"
최희창,1997,해태,"1,800"
박진철,1997,해태,"1,800"
조남기,1997,해태,"1,800"
김봉영,1997,해태,"1,600"
김형성,1997,해태,"1,500"
노정근,1997,해태,"1,500"
김지영,1997,해태,"1,400"
이동욱,1997,해태,"1,400"
지승준,1997,해태,"1,400"
정영철,1997,해태,"1,200"
류기중,1997,해태,"1,200"
이정훈,1997,해태,"1,200"
이우혁,1997,해태,"1,000"
양준혁,1997,삼성,"12,000"
조계현,1997,삼성,"12,000"
김상엽,1997,삼성,"10,000"
박충식,1997,삼성,"10,000"
류중일,1997,삼성,"8,500"
이순철,1997,삼성,"8,300"
김태한,1997,삼성,"8,000"
김형석,1997,삼성,"8,000"
성준,1997,삼성,"7,300"
박동희,1997,삼성,"6,500"
이승엽,1997,삼성,"6,500"
최창양,1997,삼성,"5,000"
김재걸,1997,삼성,"4,875"
정회열,1997,삼성,"4,400"
양용모,1997,삼성,"4,000"
전병호,1997,삼성,"4,000"
최재호,1997,삼성,"4,000"
이상훈,1997,삼성,"4,000"
신동주,1997,삼성,"3,850"
김한수,1997,삼성,"3,800"
최한경,1997,삼성,"3,735"
김종훈,1997,삼성,"3,500"
김태균,1997,삼성,"3,500"
곽채진,1997,삼성,"3,500"
김인철,1997,삼성,"3,000"
김영진,1997,삼성,"3,000"
최익성,1997,삼성,"3,000"
정경배,1997,삼성,"2,800"
김광현,1997,삼성,"2,300"
김훈,1997,삼성,"2,300"
신성필,1997,삼성,"2,100"
황성관,1997,삼성,"2,000"
하춘동,1997,삼성,"2,000"
이계성,1997,삼성,"2,000"
권영철,1997,삼성,"2,000"
김헌수,1997,삼성,"2,000"
최승우,1997,삼성,"2,000"
장성국,1997,삼성,"2,000"
박태순,1997,삼성,"2,000"
황두성,1997,삼성,"2,000"
장형석,1997,삼성,"2,000"
정현욱,1997,삼성,"2,000"
정회선,1997,삼성,"2,000"
김승관,1997,삼성,"2,000"
정성훈,1997,삼성,"2,000"
변대수,1997,삼성,"2,000"
송재익,1997,삼성,"2,000"
감병훈,1997,삼성,"1,800"
박규대,1997,삼성,"1,700"
설재호,1997,삼성,"1,500"
김상진,1997,OB,"9,800"
김상호,1997,OB,"9,800"
김종석,1997,OB,"6,200"
김민호,1997,OB,"6,200"
권명철,1997,OB,"6,200"
진필중,1997,OB,"5,800"
심정수,1997,OB,"5,500"
김태형,1997,OB,"5,400"
김경원,1997,OB,"5,200"
안경현,1997,OB,"5,200"
강길용,1997,OB,"5,000"
강병규,1997,OB,"5,000"
정수근,1997,OB,"4,600"
이광우,1997,OB,"4,400"
장원진,1997,OB,"4,200"
신동수,1997,OB,"4,000"
이용호,1997,OB,"4,000"
박명환,1997,OB,"4,000"
이도형,1997,OB,"3,600"
한태균,1997,OB,"3,200"
전형도,1997,OB,"3,000"
유택현,1997,OB,"2,800"
박상근,1997,OB,"2,700"
추성건,1997,OB,"2,600"
이종민,1997,OB,"2,500"
홍길남,1997,OB,"2,400"
최기문,1997,OB,"2,300"
한명윤,1997,OB,"2,300"
김유봉,1997,OB,"2,200"
소상영,1997,OB,"2,200"
이경필,1997,OB,"2,000"
문희성,1997,OB,"2,000"
김도균,1997,OB,"2,000"
김환조,1997,OB,"2,000"
강규철,1997,OB,"2,000"
김도형,1997,OB,"2,000"
김성환,1997,OB,"2,000"
김영수,1997,OB,"2,000"
진갑용,1997,OB,"2,000"
김정규,1997,OB,"1,900"
강신창,1997,OB,"1,800"
최용호,1997,OB,"1,700"
김봉수,1997,OB,"1,300"
김용수,1997,LG,"12,200"
김동수,1997,LG,"8,300"
김태원,1997,LG,"7,200"
송유석,1997,LG,"6,300"
김기범,1997,LG,"6,300"
김재현,1997,LG,"6,000"
유지현,1997,LG,"5,700"
서용빈,1997,LG,"5,500"
김종헌,1997,LG,"5,150"
동봉철,1997,LG,"5,000"
심재학,1997,LG,"4,900"
김선진,1997,LG,"4,600"
이종열,1997,LG,"4,500"
박종호,1997,LG,"4,500"
박준태,1997,LG,"3,800"
박철홍,1997,LG,"3,600"
차명석,1997,LG,"3,300"
김정민,1997,LG,"3,300"
허문회,1997,LG,"3,200"
전종화,1997,LG,"2,900"
민원기,1997,LG,"2,800"
인현배,1997,LG,"2,800"
신국환,1997,LG,"2,500"
이우수,1997,LG,"2,500"
최승민,1997,LG,"2,400"
신영균,1997,LG,"2,200"
최향남,1997,LG,"2,200"
김동호,1997,LG,"2,000"
안재만,1997,LG,"2,000"
이병규,1997,LG,"2,000"
이준용,1997,LG,"2,000"
권용관,1997,LG,"2,000"
김혁섭,1997,LG,"2,000"
손혁,1997,LG,"2,000"
최동수,1997,LG,"2,000"
김민기,1997,LG,"2,000"
임선동,1997,LG,"2,000"
장문석,1997,LG,"2,000"
전승남,1997,LG,"2,000"
손지환,1997,LG,"2,000"
방동민,1997,LG,"1,800"
이동진,1997,LG,"1,500"
임노병,1997,LG,"1,500"
박노식,1997,LG,"1,500"
신창수,1997,LG,"1,500"
이정길,1997,LG,"1,500"
최형현,1997,LG,"1,500"
신윤호,1997,LG,"1,500"
이호균,1997,LG,"1,500"
김응국,1997,롯데,"10,000"
주형광,1997,롯데,"7,700"
공필성,1997,롯데,"7,200"
박정태,1997,롯데,"6,800"
임수혁,1997,롯데,"6,000"
마해영,1997,롯데,"5,900"
강상수,1997,롯데,"5,600"
이동수,1997,롯데,"5,000"
김민재,1997,롯데,"4,850"
강성우,1997,롯데,"4,790"
염종석,1997,롯데,"4,400"
가득염,1997,롯데,"4,390"
김태석,1997,롯데,"4,230"
박석진,1997,롯데,"3,500"
김대익,1997,롯데,"3,120"
박지철,1997,롯데,"3,090"
박계원,1997,롯데,"3,000"
차명주,1997,롯데,"2,500"
조규철,1997,롯데,"2,440"
손동일,1997,롯데,"2,290"
김영일,1997,롯데,"2,200"
전봉석,1997,롯데,"2,200"
배정훈,1997,롯데,"2,000"
김경환,1997,롯데,"2,000"
강대호,1997,롯데,"2,000"
손민한,1997,롯데,"2,000"
이영주,1997,롯데,"2,000"
임봉춘,1997,롯데,"2,000"
조유신,1997,롯데,"2,000"
이동욱,1997,롯데,"2,000"
유필선,1997,롯데,"2,000"
이지환,1997,롯데,"2,000"
문동환,1997,롯데,"2,000"
김상현,1997,롯데,"2,000"
정인석,1997,롯데,"2,000"
정호진,1997,롯데,"1,900"
김영복,1997,롯데,"1,800"
나광호,1997,롯데,"1,200"
이정훈,1997,롯데,"1,200"
윤민철,1997,롯데,"1,100"
송진우,1997,한화,"10,000"
장종훈,1997,한화,"10,000"
구대성,1997,한화,"9,300"
정민철,1997,한화,"9,000"
한용덕,1997,한화,"7,600"
강석천,1997,한화,"6,000"
이상목,1997,한화,"5,000"
정영규,1997,한화,"4,800"
이종운,1997,한화,"4,500"
송지만,1997,한화,"4,000"
정경훈,1997,한화,"3,900"
이영우,1997,한화,"3,900"
홍원기,1997,한화,"3,900"
조경택,1997,한화,"3,700"
허준,1997,한화,"3,650"
김태형,1997,한화,"3,180"
임수민,1997,한화,"3,100"
이민호,1997,한화,"3,000"
임주택,1997,한화,"2,900"
신재웅,1997,한화,"2,600"
홍우태,1997,한화,"2,400"
정기창,1997,한화,"2,400"
강인권,1997,한화,"2,400"
고기성,1997,한화,"2,300"
엄종수,1997,한화,"2,300"
김민태,1997,한화,"2,300"
김충민,1997,한화,"2,200"
김승권,1997,한화,"2,200"
권오영,1997,한화,"2,200"
김대헌,1997,한화,"2,100"
고영준,1997,한화,"2,000"
이성갑,1997,한화,"2,000"
오주상,1997,한화,"2,000"
백재호,1997,한화,"2,000"
신진수,1997,한화,"1,900"
노상진,1997,한화,"1,800"
지연규,1997,한화,"1,800"
장순재,1997,한화,"1,800"
김정윤,1997,한화,"1,800"
공용우,1997,한화,"1,800"
노장진,1997,한화,"1,800"
최호원,1997,한화,"1,750"
정영환,1997,한화,"1,700"
심광호,1997,한화,"1,700"
조효상,1997,한화,"1,700"
이상열,1997,한화,"1,600"
김해님,1997,한화,"1,600"
전상열,1997,한화,"1,500"
최웅연,1997,한화,"1,500"
길배진,1997,한화,"1,300"
정재호,1997,한화,"1,200"
김경남,1997,한화,"1,200"
임헌홍,1997,한화,"1,000"
정명원,1997,현대,"12,000"
김경기,1997,현대,"10,000"
김광림,1997,현대,"9,000"
정민태,1997,현대,"9,000"
박경완,1997,현대,"7,700"
이명수,1997,현대,"7,300"
전준호,1997,현대,"7,000"
위재영,1997,현대,"7,000"
최창호,1997,현대,"7,000"
김인호,1997,현대,"6,300"
이숭용,1997,현대,"6,300"
조웅천,1997,현대,"5,500"
가내영,1997,현대,"5,500"
권준헌,1997,현대,"5,300"
장광호,1997,현대,"5,000"
박재홍,1997,현대,"5,000"
안병원,1997,현대,"5,000"
김홍집,1997,현대,"5,000"
염경엽,1997,현대,"4,100"
박진만,1997,현대,"4,000"
박정현,1997,현대,"3,500"
손차훈,1997,현대,"3,200"
김익재,1997,현대,"3,000"
장정석,1997,현대,"2,800"
안명성,1997,현대,"2,500"
김갑중,1997,현대,"2,400"
장용대,1997,현대,"2,400"
최원호,1997,현대,"2,300"
설종진,1997,현대,"2,300"
신상윤,1997,현대,"2,200"
이재주,1997,현대,"2,200"
김동현,1997,현대,"2,200"
이득수,1997,현대,"2,000"
김성준,1997,현대,"2,000"
김영준,1997,현대,"2,000"
최만호,1997,현대,"2,000"
김진율,1997,현대,"2,000"
최영필,1997,현대,"2,000"
김성태,1997,현대,"2,000"
조승현,1997,현대,"2,000"
허유신,1997,현대,"2,000"
김일경,1997,현대,"2,000"
이경호,1997,현대,"2,000"
노승욱,1997,현대,"1,850"
문창환,1997,현대,"1,800"
한상일,1997,현대,"1,500"
김민범,1997,현대,"1,200"
정수성,1997,현대,"1,200"
황윤성,1997,현대,"1,000"
이근용,1997,현대,0
김기태,1997,쌍방울,"10,100"
조규제,1997,쌍방울,"8,000"
최태원,1997,쌍방울,"7,300"
김기덕,1997,쌍방울,"7,000"
김실,1997,쌍방울,"6,500"
오봉옥,1997,쌍방울,"6,500"
김성래,1997,쌍방울,"6,500"
김성현,1997,쌍방울,"6,200"
박성기,1997,쌍방울,"5,800"
김원형,1997,쌍방울,"5,800"
김호,1997,쌍방울,"5,600"
심성보,1997,쌍방울,"5,000"
강영수,1997,쌍방울,"4,500"
김현욱,1997,쌍방울,"4,200"
조원우,1997,쌍방울,"4,200"
박진석,1997,쌍방울,"4,200"
박철우,1997,쌍방울,"4,100"
윤형배,1997,쌍방울,"3,810"
이근엽,1997,쌍방울,"3,400"
박현영,1997,쌍방울,"3,200"
최정환,1997,쌍방울,"3,200"
박주언,1997,쌍방울,"3,100"
김민국,1997,쌍방울,"2,500"
김현민,1997,쌍방울,"2,400"
구한성,1997,쌍방울,"2,300"
이봉우,1997,쌍방울,"2,000"
고형욱,1997,쌍방울,"2,000"
임창식,1997,쌍방울,"2,000"
오상민,1997,쌍방울,"2,000"
장재중,1997,쌍방울,"2,000"
정원배,1997,쌍방울,"2,000"
박성진,1997,쌍방울,"1,900"
나성열,1997,쌍방울,"1,900"
박경호,1997,쌍방울,"1,900"
이경태,1997,쌍방울,"1,800"
정수찬,1997,쌍방울,"1,800"
김유진,1997,쌍방울,"1,700"
배국진,1997,쌍방울,"1,500"
정명수,1997,쌍방울,"1,200"
이상호,1997,쌍방울,"1,200"
이강철,1998,해태,"11,500"
이대진,1998,해태,"10,800"
홍현우,1998,해태,"10,200"
이호성,1998,해태,"8,500"
김정수,1998,해태,"8,100"
임창용,1998,해태,"5,900"
송구홍,1998,해태,"5,500"
최훈재,1998,해태,"5,500"
최해식,1998,해태,"5,400"
박재용,1998,해태,"5,300"
김상진,1998,해태,"5,000"
강태원,1998,해태,"4,700"
김종국,1998,해태,"4,500"
백인호,1998,해태,"4,400"
박재벌,1998,해태,"3,700"
장성호,1998,해태,"3,500"
김태룡,1998,해태,"3,400"
이경복,1998,해태,"3,300"
조현,1998,해태,"3,200"
김창희,1998,해태,"3,000"
최상덕,1998,해태,"2,900"
이호준,1998,해태,"2,800"
안상준,1998,해태,"2,600"
권오성,1998,해태,"2,500"
이병석,1998,해태,"2,500"
이재만,1998,해태,"2,500"
김봉영,1998,해태,"2,400"
김지영,1998,해태,"2,400"
김재덕,1998,해태,"2,200"
박진철,1998,해태,"2,200"
최희창,1998,해태,"2,000"
박지영,1998,해태,"1,900"
장석희,1998,해태,"1,900"
조남기,1998,해태,"1,800"
김형성,1998,해태,"1,800"
오철민,1998,해태,"1,800"
지승준,1998,해태,"1,400"
이동욱,1998,해태,"1,400"
노정근,1998,해태,"1,400"
이정훈,1998,해태,"1,300"
정영철,1998,해태,"1,200"
류기중,1998,해태,"1,200"
이우혁,1998,해태,"1,000"
배승배,1998,해태,"1,000"
양준혁,1998,삼성,"14,000"
조계현,1998,삼성,"11,800"
김상엽,1998,삼성,"11,500"
박충식,1998,삼성,"11,000"
김태한,1998,삼성,"9,800"
이승엽,1998,삼성,"8,500"
류중일,1998,삼성,"7,500"
성준,1998,삼성,"6,800"
박동희,1998,삼성,"6,500"
김형석,1998,삼성,"6,000"
신동주,1998,삼성,"5,500"
최창양,1998,삼성,"5,250"
전병호,1998,삼성,"5,200"
최익성,1998,삼성,"5,000"
김한수,1998,삼성,"5,000"
김태균,1998,삼성,"4,800"
양용모,1998,삼성,"4,500"
정회열,1998,삼성,"4,000"
김영진,1998,삼성,"4,000"
정경배,1998,삼성,"4,000"
이순철,1998,삼성,"4,000"
최재호,1998,삼성,"4,000"
김재걸,1998,삼성,"3,800"
김종훈,1998,삼성,"3,700"
이상훈,1998,삼성,"3,500"
곽채진,1998,삼성,"3,200"
최한경,1998,삼성,"2,800"
정성훈,1998,삼성,"2,600"
변대수,1998,삼성,"2,600"
김인철,1998,삼성,"2,500"
황성관,1998,삼성,"2,400"
김훈,1998,삼성,"2,300"
김광현,1998,삼성,"2,200"
송재익,1998,삼성,"2,200"
김승관,1998,삼성,"2,100"
장성국,1998,삼성,"2,000"
황두성,1998,삼성,"2,000"
정현욱,1998,삼성,"2,000"
하춘동,1998,삼성,"2,000"
정회선,1998,삼성,"2,000"
이계성,1998,삼성,"2,000"
최승우,1998,삼성,"2,000"
박태순,1998,삼성,"2,000"
김헌수,1998,삼성,"1,800"
박규대,1998,삼성,"1,800"
신성필,1998,삼성,"1,800"
감병훈,1998,삼성,"1,800"
권영철,1998,삼성,"1,800"
장형석,1998,삼성,"1,800"
설재호,1998,삼성,"1,500"
김상진,1998,OB,"9,800"
김상호,1998,OB,"9,800"
김민호,1998,OB,"7,200"
김경원,1998,OB,"6,700"
권명철,1998,OB,"6,200"
강병규,1998,OB,"6,000"
진필중,1998,OB,"6,000"
강길용,1998,OB,"5,500"
안경현,1998,OB,"5,200"
김종석,1998,OB,"5,200"
김태형,1998,OB,"5,100"
심정수,1998,OB,"5,100"
장원진,1998,OB,"5,000"
이광우,1998,OB,"5,000"
박명환,1998,OB,"5,000"
정수근,1998,OB,"4,600"
이종민,1998,OB,"3,800"
이도형,1998,OB,"3,600"
이용호,1998,OB,"3,400"
유택현,1998,OB,"3,300"
진갑용,1998,OB,"3,200"
이경필,1998,OB,"3,200"
신동수,1998,OB,"3,000"
한태균,1998,OB,"3,000"
최기문,1998,OB,"2,900"
전형도,1998,OB,"2,800"
김영수,1998,OB,"2,500"
추성건,1998,OB,"2,500"
박상근,1998,OB,"2,500"
홍길남,1998,OB,"2,200"
한명윤,1998,OB,"2,200"
김유봉,1998,OB,"2,100"
김정규,1998,OB,"2,100"
소상영,1998,OB,"2,100"
문희성,1998,OB,"2,000"
최용호,1998,OB,"1,900"
김환조,1998,OB,"1,850"
강규철,1998,OB,"1,800"
김도형,1998,OB,"1,800"
김성환,1998,OB,"1,800"
김도균,1998,OB,"1,800"
강신창,1998,OB,"1,650"
김봉수,1998,OB,"1,300"
이경원,1998,OB,"1,300"
김용수,1998,LG,"12,200"
김동수,1998,LG,"10,000"
유지현,1998,LG,"7,000"
서용빈,1998,LG,"6,800"
송유석,1998,LG,"6,300"
김기범,1998,LG,"6,100"
차명석,1998,LG,"6,000"
김재현,1998,LG,"6,000"
김태원,1998,LG,"5,800"
심재학,1998,LG,"5,600"
동봉철,1998,LG,"5,300"
박종호,1998,LG,"4,800"
이종열,1998,LG,"4,200"
김선진,1998,LG,"4,100"
박준태,1998,LG,"4,100"
신국환,1998,LG,"4,000"
최향남,1998,LG,"4,000"
김종헌,1998,LG,"4,000"
이병규,1998,LG,"3,800"
임선동,1998,LG,"3,600"
손혁,1998,LG,"3,600"
허문회,1998,LG,"3,500"
전승남,1998,LG,"3,300"
김정민,1998,LG,"3,300"
박철홍,1998,LG,"3,000"
전종화,1998,LG,"3,000"
민원기,1998,LG,"3,000"
최동수,1998,LG,"3,000"
인현배,1998,LG,"2,600"
최승민,1998,LG,"2,600"
안재만,1998,LG,"2,400"
이우수,1998,LG,"2,300"
김혁섭,1998,LG,"2,200"
김민기,1998,LG,"2,200"
손지환,1998,LG,"2,200"
이준용,1998,LG,"2,200"
권용관,1998,LG,"2,200"
신영균,1998,LG,"2,000"
김동호,1998,LG,"2,000"
임노병,1998,LG,"1,800"
최형현,1998,LG,"1,800"
신창수,1998,LG,"1,600"
이동진,1998,LG,"1,600"
방동민,1998,LG,"1,500"
장문석,1998,LG,"1,500"
신윤호,1998,LG,"1,500"
박노식,1998,LG,"1,500"
이정길,1998,LG,"1,500"
이호균,1998,LG,"1,500"
김응국,1998,롯데,"9,000"
주형광,1998,롯데,"7,300"
마해영,1998,롯데,"7,000"
공필성,1998,롯데,"6,700"
박정태,1998,롯데,"6,300"
박지철,1998,롯데,"5,500"
임수혁,1998,롯데,"5,500"
김민재,1998,롯데,"5,300"
강상수,1998,롯데,"5,300"
염종석,1998,롯데,"4,900"
김태석,1998,롯데,"4,700"
강성우,1998,롯데,"4,500"
이동수,1998,롯데,"4,500"
김대익,1998,롯데,"4,200"
가득염,1998,롯데,"4,000"
박석진,1998,롯데,"3,500"
차명주,1998,롯데,"3,000"
박계원,1998,롯데,"2,900"
조규철,1998,롯데,"2,600"
문동환,1998,롯데,"2,400"
김영일,1998,롯데,"2,400"
배정훈,1998,롯데,"2,300"
손동일,1998,롯데,"2,200"
조유신,1998,롯데,"2,200"
이지환,1998,롯데,"2,200"
전봉석,1998,롯데,"2,200"
유필선,1998,롯데,"2,200"
임봉춘,1998,롯데,"2,100"
김상현,1998,롯데,"2,100"
김경환,1998,롯데,"2,000"
강대호,1998,롯데,"2,000"
정호진,1998,롯데,"2,000"
손민한,1998,롯데,"2,000"
이동욱,1998,롯데,"1,800"
김영복,1998,롯데,"1,800"
이영주,1998,롯데,"1,800"
정인석,1998,롯데,"1,700"
이정훈,1998,롯데,"1,500"
나광호,1998,롯데,"1,200"
윤민철,1998,롯데,"1,200"
정민철,1998,한화,"10,500"
장종훈,1998,한화,"10,000"
구대성,1998,한화,"9,300"
송진우,1998,한화,"9,000"
강석천,1998,한화,"7,000"
한용덕,1998,한화,"6,600"
이상목,1998,한화,"4,600"
송지만,1998,한화,"4,500"
이종운,1998,한화,"4,500"
정영규,1998,한화,"4,200"
홍원기,1998,한화,"3,600"
신재웅,1998,한화,"3,500"
이영우,1998,한화,"3,300"
정경훈,1998,한화,"3,300"
허준,1998,한화,"3,200"
김태형,1998,한화,"3,150"
조경택,1998,한화,"3,100"
백재호,1998,한화,"3,000"
임수민,1998,한화,"2,800"
임주택,1998,한화,"2,700"
노장진,1998,한화,"2,500"
이민호,1998,한화,"2,500"
전상열,1998,한화,"2,500"
홍우태,1998,한화,"2,400"
김충민,1998,한화,"2,400"
김해님,1998,한화,"2,300"
이상열,1998,한화,"2,200"
정기창,1998,한화,"2,200"
강인권,1998,한화,"2,200"
고기성,1998,한화,"2,100"
김대헌,1998,한화,"2,100"
김정윤,1998,한화,"2,000"
엄종수,1998,한화,"2,000"
신진수,1998,한화,"2,000"
권오영,1998,한화,"2,000"
공용우,1998,한화,"1,950"
김민태,1998,한화,"1,950"
조효상,1998,한화,"1,900"
최호원,1998,한화,"1,900"
심광호,1998,한화,"1,800"
김승권,1998,한화,"1,700"
정영환,1998,한화,"1,700"
오주상,1998,한화,"1,600"
이성갑,1998,한화,"1,600"
노상진,1998,한화,"1,600"
지연규,1998,한화,"1,600"
고영준,1998,한화,"1,600"
장순재,1998,한화,"1,600"
길배진,1998,한화,"1,500"
최웅연,1998,한화,"1,500"
김경남,1998,한화,"1,400"
정재호,1998,한화,"1,300"
임헌홍,1998,한화,"1,100"
정명원,1998,현대,"12,000"
정민태,1998,현대,"10,500"
김광림,1998,현대,"8,550"
김경기,1998,현대,"8,500"
박경완,1998,현대,"8,000"
이숭용,1998,현대,"7,600"
최창호,1998,현대,"7,300"
박재홍,1998,현대,"7,000"
전준호,1998,현대,"6,650"
이명수,1998,현대,"6,600"
위재영,1998,현대,"6,100"
조웅천,1998,현대,"5,775"
김인호,1998,현대,"5,400"
가내영,1998,현대,"4,700"
안병원,1998,현대,"4,500"
장광호,1998,현대,"4,500"
권준헌,1998,현대,"4,500"
김홍집,1998,현대,"4,250"
박진만,1998,현대,"3,600"
염경엽,1998,현대,"3,500"
박정현,1998,현대,"3,150"
손차훈,1998,현대,"2,900"
김익재,1998,현대,"2,850"
최원호,1998,현대,"2,800"
장정석,1998,현대,"2,800"
이재주,1998,현대,"2,600"
김갑중,1998,현대,"2,600"
설종진,1998,현대,"2,500"
최영필,1998,현대,"2,500"
장용대,1998,현대,"2,300"
안명성,1998,현대,"2,250"
최만호,1998,현대,"2,200"
허유신,1998,현대,"2,200"
이경호,1998,현대,"2,000"
노승욱,1998,현대,"2,000"
이득수,1998,현대,"2,000"
김영준,1998,현대,"2,000"
신상윤,1998,현대,"2,000"
김동현,1998,현대,"2,000"
김일경,1998,현대,"2,000"
조승현,1998,현대,"2,000"
이근용,1998,현대,"2,000"
문창환,1998,현대,"1,800"
김성태,1998,현대,"1,800"
김성준,1998,현대,"1,800"
정수성,1998,현대,"1,500"
황윤성,1998,현대,"1,500"
김민범,1998,현대,"1,500"
김진율,1998,현대,"1,500"
한상일,1998,현대,"1,350"
김기태,1998,쌍방울,"10,100"
조규제,1998,쌍방울,"9,500"
최태원,1998,쌍방울,"8,200"
김현욱,1998,쌍방울,"7,000"
김원형,1998,쌍방울,"6,800"
김기덕,1998,쌍방울,"6,500"
김실,1998,쌍방울,"6,300"
조원우,1998,쌍방울,"6,200"
김성래,1998,쌍방울,"6,000"
오봉옥,1998,쌍방울,"6,000"
김성현,1998,쌍방울,"5,800"
심성보,1998,쌍방울,"5,700"
김호,1998,쌍방울,"5,600"
박성기,1998,쌍방울,"4,600"
박철우,1998,쌍방울,"4,500"
박현영,1998,쌍방울,"4,200"
최정환,1998,쌍방울,"4,000"
박진석,1998,쌍방울,"3,800"
강영수,1998,쌍방울,"3,800"
윤형배,1998,쌍방울,"3,400"
이근엽,1998,쌍방울,"3,200"
임창식,1998,쌍방울,"2,900"
오상민,1998,쌍방울,"2,500"
박주언,1998,쌍방울,"2,400"
김현민,1998,쌍방울,"2,400"
김민국,1998,쌍방울,"2,300"
정수찬,1998,쌍방울,"2,300"
구한성,1998,쌍방울,"2,200"
장재중,1998,쌍방울,"2,000"
이봉우,1998,쌍방울,"2,000"
박성진,1998,쌍방울,"1,900"
나성열,1998,쌍방울,"1,900"
박경호,1998,쌍방울,"1,800"
김유진,1998,쌍방울,"1,700"
이경태,1998,쌍방울,"1,700"
고형욱,1998,쌍방울,"1,650"
배국진,1998,쌍방울,"1,600"
박창현,1998,쌍방울,"1,600"
정원배,1998,쌍방울,"1,600"
정명수,1998,쌍방울,"1,200"
이상호,1998,쌍방울,"1,200"
양준혁,1999,해태,"14,000"
이강철,1999,해태,"13,000"
이대진,1999,해태,"11,000"
홍현우,1999,해태,"10,000"
이호성,1999,해태,"7,400"
김정수,1999,해태,"7,200"
권명철,1999,해태,"5,800"
최해식,1999,해태,"5,600"
송구홍,1999,해태,"5,200"
장성호,1999,해태,"5,000"
박재용,1999,해태,"4,800"
최상덕,1999,해태,"4,300"
곽채진,1999,해태,"4,200"
강태원,1999,해태,"4,100"
김창희,1999,해태,"4,000"
백인호,1999,해태,"4,000"
이호준,1999,해태,"4,000"
김종국,1999,해태,"3,900"
김태룡,1999,해태,"3,600"
이원식,1999,해태,"3,500"
이병석,1999,해태,"3,300"
오철민,1999,해태,"2,800"
박진철,1999,해태,"2,500"
곽현희,1999,해태,"2,500"
권오성,1999,해태,"2,400"
김지영,1999,해태,"2,200"
김봉영,1999,해태,"2,200"
황두성,1999,해태,"2,000"
조남기,1999,해태,"1,800"
이우석,1999,해태,"1,700"
소소경,1999,해태,"1,700"
엄병열,1999,해태,"1,700"
장석희,1999,해태,"1,700"
황성기,1999,해태,"1,600"
지승준,1999,해태,"1,600"
이우혁,1999,해태,"1,200"
류기중,1999,해태,"1,200"
김기태,1999,삼성,"13,000"
조계현,1999,삼성,"11,800"
김상엽,1999,삼성,"11,500"
이승엽,1999,삼성,"11,000"
박충식,1999,삼성,"11,000"
김태한,1999,삼성,"9,800"
김상진,1999,삼성,"9,800"
김현욱,1999,삼성,"9,000"
임창용,1999,삼성,"9,000"
김한수,1999,삼성,"7,000"
류중일,1999,삼성,"6,800"
박동희,1999,삼성,"6,500"
신동주,1999,삼성,"6,000"
김태균,1999,삼성,"5,400"
최창양,1999,삼성,"5,250"
전병호,1999,삼성,"5,200"
정경배,1999,삼성,"5,000"
김종훈,1999,삼성,"4,500"
최재호,1999,삼성,"4,500"
김영진,1999,삼성,"4,300"
정회열,1999,삼성,"4,000"
강동우,1999,삼성,"4,000"
김재걸,1999,삼성,"3,600"
이상훈,1999,삼성,"3,500"
노장진,1999,삼성,"3,400"
김진웅,1999,삼성,"3,000"
변대수,1999,삼성,"2,600"
정성훈,1999,삼성,"2,500"
김인철,1999,삼성,"2,500"
최한경,1999,삼성,"2,500"
김수관,1999,삼성,"2,200"
황성관,1999,삼성,"2,200"
정현욱,1999,삼성,"2,200"
김광현,1999,삼성,"2,200"
김승관,1999,삼성,"2,100"
김지훈,1999,삼성,"2,100"
장성국,1999,삼성,"2,000"
하춘동,1999,삼성,"2,000"
송재익,1999,삼성,"2,000"
박규대,1999,삼성,"1,800"
감병훈,1999,삼성,"1,800"
정회선,1999,삼성,"1,800"
천재영,1999,삼성,"1,800"
김헌수,1999,삼성,"1,800"
권영철,1999,삼성,"1,700"
신성필,1999,삼성,"1,700"
문남열,1999,삼성,"1,600"
장형석,1999,삼성,"1,600"
조문식,1999,삼성,"1,500"
박종호,1999,삼성,"1,500"
이상달,1999,삼성,"1,400"
진필중,1999,두산,"8,000"
정수근,1999,두산,"7,600"
김실,1999,두산,"7,000"
심정수,1999,두산,"7,000"
강병규,1999,두산,"6,900"
김민호,1999,두산,"6,900"
박명환,1999,두산,"6,800"
